,Company,Experience,Link,Location,Skills,Title
969,Flex-i Partners,5-10 yrs,https://www.naukri.com/job-listings-Data-Analyst-Scientist-NBFC-Delhi-Flex-i-Partners-Delhi-5-to-10-years-010917500381?src=jobsearchDesk&sid=15614536328397&xp=36&px=20,Delhi,"NBFC, Data Analyst, SQL, Python, Flex, MATLAB, Tools, Analytical...",Data Analyst/Scientist - NBFC - Delhi
970,International Justice Mission,2-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-International-Justice-Mission-Delhi-2-to-7-years-171018500520?src=jobsearchDesk&sid=15614536328397&xp=37&px=20,Delhi,"Data entry, MIS, Troubleshooting, Data analysis, Windows, microsoft...",Data Analyst
971,Dhruvan Services,1-6 yrs,https://www.naukri.com/job-listings-MIS-Executive-jaipur-Dhruvan-Services-Jaipur-1-to-6-years-300519000772?src=jobsearchDesk&sid=15614536328397&xp=38&px=20,Jaipur,"pivot table, advanced excel, mis, vlook up, hlook up, data mining...",MIS Executive - (jaipur)
972,C-MOTS Infotech pvt ltd,2-4 yrs,https://www.naukri.com/job-listings-Financial-Data-Analysts-C-MOTS-Infotech-pvt-ltd-Chennai-2-to-4-years-230818500447?src=jobsearchDesk&sid=15614536328397&xp=39&px=20,Chennai,"Python, Six Sigma, .NET, HTML, JavaScript, SQL, Oracle,  assembly language,...",Financial Data Analysts
973,JCPenny,2-7 yrs,https://www.naukri.com/job-listings-Associate-Analyst-JCPenny-Bengaluru-2-to-7-years-190619500097?src=jobsearchDesk&sid=15614536328397&xp=40&px=20,Bengaluru,"SQL, Data mining, Adobe, Analytical, Social media, Excel, Python, SEZ...",Associate Analyst
974,Vodafone India Limited,7-10 yrs,https://www.naukri.com/job-listings-Bi-Data-Tool-Analyst-Manager-Vodafone-India-Limited-Bengaluru-7-to-10-years-210619501678?src=jobsearchDesk&sid=15614536328397&xp=41&px=20,Bengaluru,"SQL, microsoft, Data management, MS Access, Performance management...",Bi Data & Tool Analyst - Manager
975,VCC GROUP,1-3 yrs,https://www.naukri.com/job-listings-MIS-Executive-VCC-GROUP-Indore-Bhopal-1-to-3-years-150619002136?src=jobsearchDesk&sid=15614536328397&xp=42&px=20,"Indore, Bhopal","MIS Preparation, excel preparation, power point preparation...",MIS Executive
976,Acumont Solutions Private Limited,4-8 yrs,https://www.naukri.com/job-listings-Team-Leader-Mis-business-Analyst-Acumont-Solutions-Private-Limited-Bengaluru-4-to-8-years-040619002378?src=jobsearchDesk&sid=15614536328397&xp=43&px=20,Bengaluru,"Team Leading, TL, Data Management, Business Analysis, US Healthcare, SQL...",Team Leader - Mis/business Analyst
977,Mumbai Rozgaar Private Limited,1-6 yrs,https://www.naukri.com/job-listings-Hiring-for-Quality-Analyst-with-a-Leading-BPO-Mumbai-Rozgaar-Private-Limited-Mumbai-1-to-6-years-130619002536?src=jobsearchDesk&sid=15614536328397&xp=44&px=20,Mumbai,"quality analysis, quality monitoring, call monitoring, quality standards...",Hiring for Quality Analyst with a Leading BPO
978,Global Staffing Consultants,2-4 yrs,https://www.naukri.com/job-listings-Business-Analyst-Global-Staffing-Consultants-Jaipur-2-to-4-years-100619005849?src=jobsearchDesk&sid=15614536328397&xp=45&px=20,Jaipur,"Business Analysis, Information Technology, it, Business Analytics, business...",Business Analyst
979,OASIS,1-3 yrs,https://www.naukri.com/job-listings-Urgent-Opening-For-Quality-Analyst-In-Grant-Road-OASIS-Mumbai-Grant-Road-1-to-3-years-100619002380?src=jobsearchDesk&sid=15614536328397&xp=46&px=20,Mumbai(Grant Road),"Quality Analysis, Quality Monitoring, Call Monitoring, Quality Standards...",Urgent Opening For Quality Analyst In Grant Road
980,Boss & Peers Consultants,2-6 yrs,https://www.naukri.com/job-listings-Pricing-and-Profitability-Analyst-Boss-Peers-Consultants-Hyderabad-2-to-6-years-090519004169?src=jobsearchDesk&sid=15614536328397&xp=47&px=20,Hyderabad,"Data Analytics, Data Mining, Deal Desk, pricing, sap...",Pricing and Profitability Analyst
981,Sahasya Global Solutions,0-5 yrs,https://www.naukri.com/job-listings-Salesforce-Data-Analyst-Sahasya-Global-Solutions-Hyderabad-0-to-5-years-240619505710?src=jobsearchDesk&sid=15614536328397&xp=48&px=20,Hyderabad,"Data Analyst, Information security, CMMI, Consulting, Salesforce, Analytics...",Salesforce Data Analyst
982,Mott MacDonald PVT LTD,0-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-Mott-MacDonald-PVT-LTD-Mumbai-0-to-3-years-240619504633?src=jobsearchDesk&sid=15614536328397&xp=49&px=20,Mumbai,"Analytical, power bi, Data Analyst, Script writing, Excel...",Data Analyst
983,Franklin Templeton International,3-4 yrs,https://www.naukri.com/job-listings-Data-Operations-Analyst-Franklin-Templeton-International-Hyderabad-3-to-4-years-240619504279?src=jobsearchDesk&sid=15614536328397&xp=50&px=20,Hyderabad,"SAP, Cognos, Automation, Business objects, Business intelligence, Workflow,...",Data Operations Analyst
984,Hari Darshan Sevashram (P) Ltd,3-8 yrs,https://www.naukri.com/job-listings-Data-Analyst-Hari-Darshan-Group-Patparganj-Delhi-noida-Hari-Darshan-Sevashram-P-Ltd-Delhi-NCR-3-to-8-years-220519600167?src=jobsearchDesk&sid=1561453633681&xp=1&px=21,Delhi NCR,"Data Analysis, Data Analytics, Data Collection, Reporting...","Data Analyst - Hari Darshan Group, Patparganj, Delhi/noida"
985,HuQuo Consulting Pvt. Ltd.,1-3 yrs,https://www.naukri.com/job-listings-Analyst-HuQuo-Consulting-Pvt-Ltd-Gurgaon-1-to-3-years-190519600330?src=jobsearchDesk&sid=1561453633681&xp=2&px=21,Gurgaon,"Machine Learning, Neural Networks, Time Series, R, SQL, Python...",Analyst
986,Cleint of Vision Unlimited,2-7 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-Cleint-of-Vision-Unlimited-Mohali-Chandigarh-2-to-7-years-180518600003?src=jobsearchDesk&sid=1561453633681&xp=3&px=21,"Mohali, Chandigarh","Reporting, Data Analysis, Business Analytics, Data Analytics, kpo",Senior Data Analyst
987,Helm Analytics Pvt Ltd,2-4 yrs,https://www.naukri.com/job-listings-Business-Development-Analyst-Data-Analyst-Night-Shifts-Helm-Analytics-Pvt-Ltd-Noida-Sector-16-Noida-2-to-4-years-150519600037?src=jobsearchDesk&sid=1561453633681&xp=4&px=21,Noida(Sector-16 Noida),"Data Analysis, Data Analytics, Data Analyst, Macros, VBA, Advanced Excel...",Business Development Analyst (Data Analyst) || Night Shifts
988,AMS Human Resources Pvt. Ltd,7-12 yrs,https://www.naukri.com/job-listings-Data-Analyst-IHS-MARKIT-AMS-Human-Resources-Pvt-Ltd-Bengaluru-7-to-12-years-050419500777?src=jobsearchDesk&sid=1561453633681&xp=5&px=21,Bengaluru,"Logistic regression, Statistical programming, IHS, Programming...",Data Analyst -  IHS MARKIT
989,"PayPal Holdings, Inc.",3-7 yrs,https://www.naukri.com/job-listings-Senior-Credit-Risk-Analyst-PayPal-Holdings-Inc-Chennai-3-to-7-years-040619500667?src=jobsearchDesk&sid=1561453633681&xp=6&px=21,Chennai,"SQL, Unix, Perl, Project management, Python, SAS, Data mining...",Senior Credit Risk Analyst
990,Target Corporation India Pvt Ltd,2-5 yrs,https://www.naukri.com/job-listings-Sr-Analyst-BI-Analytics-Target-Corporation-India-Pvt-Ltd-Bengaluru-2-to-5-years-200319501961?src=jobsearchDesk&sid=1561453633681&xp=7&px=21,Bengaluru,"Analytics, SQL, Data mining, Analytical, Computer science, Teradata, Python...",Sr Analyst BI Analytics
991,East India Securities Ltd,1-5 yrs,https://www.naukri.com/job-listings-Quant-Research-Analyst-East-India-Securities-Ltd-Kolkata-1-to-5-years-140119500030?src=jobsearchDesk&sid=1561453633681&xp=8&px=21,Kolkata,"Research Analyst, Analytical, Python, Data mining, Machine learning, market...",Quant Research Analyst
992,Fidelity Investments,8-13 yrs,https://www.naukri.com/job-listings-Lead-Systems-Analyst-Oracle-PLSQL-Fidelity-Investments-Bengaluru-8-to-13-years-100619500493?src=jobsearchDesk&sid=1561453633681&xp=9&px=21,Bengaluru,"Python, Agile, Coding, Analytics, Monitoring, Financial services...",Lead - Systems Analyst - Oracle/PLSQL
993,touch consultants,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-touch-consultants-Noida-1-to-3-years-080219500304?src=jobsearchDesk&sid=1561453633681&xp=10&px=21,Noida,"Python, Business intelligence, Ruby, Analytics, Analytical, power bi...",Business Analyst
994,Sellcraft Global Solutions Private Limited,3-5 yrs,https://www.naukri.com/job-listings-Urgent-opening-for-Data-Analyst-for-Hyderabad-3-5-yrs-Sellcraft-Global-Solutions-Private-Limited-Hyderabad-3-to-5-years-220519600565?src=jobsearchDesk&sid=1561453633681&xp=11&px=21,Hyderabad,"macros, advanced excel, sql, vba, data analysis, tableau, Python...",Urgent opening for Data Analyst  for Hyderabad | 3-5 yrs
995,Infosys Technologies ltd,5-8 yrs,https://www.naukri.com/job-listings-Test-Analyst-Infosys-Technologies-ltd-Bengaluru-5-to-8-years-261118500820?src=jobsearchDesk&sid=1561453633681&xp=12&px=21,Bengaluru,"Test Analyst, Perl, Db2, Informatica, Automation, Python, Risk management...",Test Analyst
996,Infosys Technologies ltd,3-8 yrs,https://www.naukri.com/job-listings-Role-Designation-Technology-Analyst-Infosys-Technologies-ltd-Bengaluru-3-to-8-years-181018500574?src=jobsearchDesk&sid=1561453633681&xp=13&px=21,Bengaluru,"Data management, Python, Machine learning, Architecture, Design development...",Role Designation- Technology Analyst
997,Skill Mirror,4-5 yrs,https://www.naukri.com/job-listings-PMO-Data-Analyst-Skill-Mirror-Chennai-4-to-5-years-180319501102?src=jobsearchDesk&sid=1561453633681&xp=14&px=21,Chennai,"SQL, Data analysis, MS Access, Taxation, Python, Root cause analysis...",PMO Data Analyst
998,Synchronomy,3-8 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Innovation-Analytics-Synchronomy-Hyderabad-3-to-8-years-130619501059?src=jobsearchDesk&sid=1561453633681&xp=15&px=21,Hyderabad,"SQL, C++, Financial services, Coding, PDF, Python, HRM, Management...","Senior Analyst, Innovation Analytics"
999,Synchrony International Services Private Limited,3-7 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Innovation-Analytics-Synchrony-International-Services-Private-Limited-Hyderabad-3-to-7-years-110619501385?src=jobsearchDesk&sid=1561453633681&xp=16&px=21,Hyderabad,"SQL, Manager Quality Control, Financial services, Coding, PDF, Python, HRM,...","Senior Analyst, Innovation Analytics"
1000,Indegene Private Limited,5-8 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-Indegene-Private-Limited-Bengaluru-Bangalore-5-to-8-years-070815500133?src=jobsearchDesk&sid=1561453633681&xp=17&px=21,"Bengaluru, Bangalore","healthcare, project management, analytics, vb, documentation...",Senior Data Analyst
1001,Reubro International,4-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Reubro-International-Kochi-Cochin-Kochi-Ernakulam-4-to-6-years-051015500936?src=jobsearchDesk&sid=1561453633681&xp=18&px=21,"Kochi, Cochin/ Kochi/ Ernakulam","documentation, data management, data mining, clustering, segmentation...",Data Analyst
1002,Reubro International,4-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Reubro-International-Kochi-4-to-6-years-050417502754?src=jobsearchDesk&sid=1561453633681&xp=19&px=21,Kochi,"documentation, data management, data mining, clustering, segmentation...",Data Analyst
1003,V4 Solutions,3-5 yrs,https://www.naukri.com/job-listings-A-Brand-is-Hiring-Business-Analyst-Mumbai-Location-V4-Solutions-Mumbai-3-to-5-years-250419007733?src=jobsearchDesk&sid=1561453633681&xp=21&px=21,Mumbai,"Business Analysis, business planning, financial planning, analytics...",A Brand is Hiring Business Analyst- Mumbai Location
1004,B H Gnananidhi,1-5 yrs,https://www.naukri.com/job-listings-Research-Analyst-B-H-Gnananidhi-Bengaluru-HSR-Layout-1-to-5-years-070619004218?src=jobsearchDesk&sid=1561453633681&xp=22&px=21,Bengaluru(HSR Layout),"research analysis, competitive intelligence, competitive analysis...",Research Analyst
1005,Mumbai Rozgaar Private Limited,1-6 yrs,https://www.naukri.com/job-listings-Quality-Analyst-Mumbai-Rozgaar-Private-Limited-Mumbai-1-to-6-years-040619900393?src=jobsearchDesk&sid=1561453633681&xp=23&px=21,Mumbai,"quality analysis, quality monitoring, call monitoring, quality standards...",Quality Analyst
1006,career solutions,0-5 yrs,https://www.naukri.com/job-listings-Research-Analyst-kpo-career-solutions-Udaipur-0-to-5-years-031018005474?src=jobsearchDesk&sid=1561453633681&xp=24&px=21,Udaipur,"Data Mining, Data Entry",Research Analyst-kpo
1007,MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,3-7 yrs,https://www.naukri.com/job-listings-Business-Analyst-Upstream-Oil-and-gas-Domain-MENORAH-PERSONNEL-MANAGEMENT-INDIA-PRIVATE-LIMITED-Hyderabad-3-to-7-years-010619002257?src=jobsearchDesk&sid=1561453633681&xp=25&px=21,Hyderabad,"Gas, Oil, Upstream, Data Management, E&P Data Management...",Business Analyst Upstream Oil and gas Domain
1008,Infosys Technologies ltd,3-5 yrs,https://www.naukri.com/job-listings-Role-Designation-Technology-Analyst-Infosys-Technologies-ltd-Bengaluru-3-to-5-years-271218500991?src=jobsearchDesk&sid=1561453633681&xp=26&px=21,Bengaluru,"Technology Analyst, SQL, Python, Coding, MATLAB, Machine learning, SCALA...",Role Designation- Technology Analyst
1009,American Express Company,2-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-Risk-Management-II-American-Express-Company-Gurgaon-2-to-5-years-200619501171?src=jobsearchDesk&sid=1561453633681&xp=27&px=21,Gurgaon,"Analytical, Python, SAS, Analytics, Machine learning, Risk management...",Business Analyst - Risk Management II
1010,Capgemini Technology Services India Limited,2-5 yrs,https://www.naukri.com/job-listings-Python-Test-Analyst-Capgemini-Technology-Services-India-Limited-Pune-2-to-5-years-190619501436?src=jobsearchDesk&sid=1561453633681&xp=28&px=21,Pune,"Unix, Python, Coding, Test cases, Test management, Test scenarios...",Python Test Analyst   
1011,CLoudxlab,2-7 yrs,https://www.naukri.com/job-listings-Senior-Analyst-CLoudxlab-Bengaluru-2-to-7-years-270519500084?src=jobsearchDesk&sid=1561453633681&xp=29&px=21,Bengaluru,"Analytics, SQL, Monitoring, Analytical, OLAP, Python, data manipulation...",Senior Analyst
1012,Weather Risk Management Services Ltd,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-Weather-Risk-Management-Services-Ltd-Gurgaon-1-to-3-years-200219502146?src=jobsearchDesk&sid=1561453633681&xp=30&px=21,Gurgaon,"Printing, Analytical, Office equipment, data integrity, Data Analyst...",Data Analyst
1013,Live connections,3-8 yrs,https://www.naukri.com/job-listings-Hiring-for-Sr-analyst-for-our-Leading-Client-Live-connections-Hyderabad-3-to-8-years-250519004012?src=jobsearchDesk&sid=1561453633681&xp=31&px=21,Hyderabad,"Marketing Campaigns, Google Analytics, DV360, Data Analytics",Hiring for Sr.analyst for our Leading Client.
1014,Accord Manpower Services (A brand of Accord Teleservices Pvt. Ltd.),7-12 yrs,https://www.naukri.com/job-listings-Sales-Development-Analyst-IT-Accord-Manpower-Services-A-brand-of-Accord-Teleservices-Pvt-Ltd-Delhi-7-to-12-years-010519001732?src=jobsearchDesk&sid=1561453633681&xp=32&px=21,Delhi,"Sales Development, Wholesale, Retail, Strategic Thinking...",Sales Development Analyst (IT)
1015,Ernst Young,3-6 yrs,https://www.naukri.com/job-listings-Data-Steward-Analyst-Ernst-Young-Trivandrum-3-to-6-years-210619501956?src=jobsearchDesk&sid=1561453633681&xp=33&px=21,Trivandrum,"Analyst, SQL, Data modeling, Analytics, Data management, Computer science...",Data Steward / Analyst
1016,United States Pharmacopeia-India (P) Limited,0-1 yrs,https://www.naukri.com/job-listings-Data-Analyst-United-States-Pharmacopeia-India-P-Limited-Hyderabad-0-to-1-years-210619500704?src=jobsearchDesk&sid=1561453633681&xp=34&px=21,Hyderabad,"Project management, SQL, Data mining, Business analytics, Analytical...",Data Analyst
1017,MilliporeSigma,5-10 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-MilliporeSigma-Bengaluru-5-to-10-years-200619502923?src=jobsearchDesk&sid=1561453633681&xp=35&px=21,Bengaluru,"Regulatory affairs, Data Analyst, Pharma, Recruitment, Healthcare...",Senior Data Analyst
1018,Nuance Transcription Services India Pvt Ltd,4-8 yrs,https://www.naukri.com/job-listings-Data-Analyst-Nuance-Transcription-Services-India-Pvt-Ltd-Pune-4-to-8-years-200619502529?src=jobsearchDesk&sid=1561453633681&xp=36&px=21,Pune,"Oracle, Business intelligence, Customer service, Healthcare...",Data Analyst
1019,Merck Ltd,5-8 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-Merck-Ltd-karnataka-5-to-8-years-200619502323?src=jobsearchDesk&sid=1561453633681&xp=37&px=21,karnataka,"Healthcare, Data analysis, SQL, Data management, Oracle, ISO, Pharma...",Senior Data Analyst
1020,Capgemini Technology Services India Limited,2-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Capgemini-Technology-Services-India-Limited-Kolkata-2-to-6-years-200619500037?src=jobsearchDesk&sid=1561453633681&xp=38&px=21,Kolkata,"Process improvement, Data collection, Data analytics, Data Analyst...",Data Analyst
1021,Citicorp Services India Pvt Ltd,2-5 yrs,https://www.naukri.com/job-listings-Data-Information-Management-Intermediate-Analyst-Citicorp-Services-India-Pvt-Ltd-Chennai-2-to-5-years-190619504352?src=jobsearchDesk&sid=1561453633681&xp=39&px=21,Chennai,"Financial services, Analytics, SAS, SQL, Data management, Analytical...",Data Information Management Intermediate Analyst
1022,Citicorp Services India Pvt Ltd,1-3 yrs,https://www.naukri.com/job-listings-Data-Information-Management-Intermediate-Analyst-Citicorp-Services-India-Pvt-Ltd-Bengaluru-1-to-3-years-190619504351?src=jobsearchDesk&sid=1561453633681&xp=40&px=21,Bengaluru,"Data analysis, Financial services, Data management, Oracle, Unix...",Data Information Management Intermediate Analyst
1023,Citicorp Services India Pvt Ltd,10-12 yrs,https://www.naukri.com/job-listings-Lead-Data-Analyst-Data-Management-Citicorp-Services-India-Pvt-Ltd-Chennai-10-to-12-years-190619503516?src=jobsearchDesk&sid=1561453633681&xp=41&px=21,Chennai,"Oracle, Project management, Teradata, Application development, SDLC, Coding...",Lead Data Analyst Data Management
1024,Citicorp Services India Pvt Ltd,1-3 yrs,https://www.naukri.com/job-listings-Data-Management-and-DQ-Analyst-Analyst-Citicorp-Services-India-Pvt-Ltd-Chennai-1-to-3-years-190619503515?src=jobsearchDesk&sid=1561453633681&xp=42&px=21,Chennai,"Analyst, Project management, Analytics, Data analysis, Data management...",Data Management and DQ Analyst - Analyst
